"ID","Binomial","Replicate","Excluded_LPR_2022","Citation","Class","Order","Family","Genus","Species","Subspecies","Authority","Common_name","Location","Country","All_countries","Region","IPBES_region","IPBES_subregion","Latitude","Longitude","Specific_location","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_ocean","M_biome","Migratory_fw_fish","Units","Method"
2056,"Clupea_pallasii",1,0," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopteri","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes 1847","Pacific herring","South Western coast of Vancouver Island","Canada","Canada","North America",NA,NA,49,-126,1,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"Spawning stock biomass / million tonnes","SPA"
2060,"Engraulis_ringens",0,0,"RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.","Actinopteri","Clupeiformes","Engraulidae","Engraulis","ringens","","Jenyns 1842","Anchoveta / Anchovy","N/C stock, Peru","Peru","Peru","Latin America and Caribbean",NA,NA,-9,-79,1,"Marine",NA,NA,NA,NA,"Tropical and subtropical Indo-Pacific","South Pacific Ocean","Unknown",0,"TB-MT","SPA"
2063,"Gadus_macrocephalus",0,0,"RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.","Actinopteri","Gadiformes","Gadidae","Gadus","macrocephalus",NA,"Tilesius 1810","Pacific cod","Hecate Strait","Canada","Canada","North America",NA,NA,52.5,-130.5,1,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"Spawning stcok biomass/tonnes","SPA"
2077,"Chrysophrys_auratus",0,0," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopteri","Perciformes","Sparidae","Chrysophrys","auratus",NA,"(Forster 1801)","Silver seabream","Hauraki gulf/Bay of Plenty, New Zealand","New Zealand","New Zealand","Oceania",NA,NA,-36,170,0,"Marine",NA,NA,NA,NA,"South temperate and Antarctic","South Pacific Ocean","Unknown",0,"Spawning stock biomass/tonnes","RV"
2078,"Chrysophrys_auratus",0,0,"RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.","Actinopteri","Perciformes","Sparidae","Chrysophrys","auratus","","(Forster 1801)","Silver seabream","New Zealand SNA 8","New Zealand","New Zealand","Oceania",NA,NA,-37,173.5,0,"Marine",NA,NA,NA,NA,"South temperate and Antarctic","South Pacific Ocean","Unknown",0,"Spawning stock biomass/tonnes","Catch per unit effort and mark-recapture"
2079,"Parophrys_vetulus",0,0,"RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.","Actinopteri","Pleuronectiformes","Pleuronectidae","Parophrys","vetulus","","Girard 1854","English sole","Hecate Strait (Area DC/5)","Canada","Canada","North America",NA,NA,52.5,-130.5,1,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"Biomass (tonnes)","Catch per unit effort"
2090,"Sardinops_sagax",0,0,"RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.","Actinopteri","Clupeiformes","Clupeidae","Sardinops","sagax","","(Jenyns 1842)","Pacific sardine / South American pilchard","Japan E","Japan","Japan","Asia",NA,NA,35.08333,140.28333,1,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"Spawning stock biomass/millions","SPA"
2092,"Scomber_japonicus",0,0,"RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.","Actinopteri","Scombriformes","Scombridae","Scomber","japonicus",NA,"Houttuyn 1782","Chub mackerel","Pacific coast of Japan","Japan","Japan","Asia",NA,NA,36,142,0,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"Spawning stock biomass/thousand tonnes of eggs","Egg survey"
2097,"Sebastes_alutus",0,0,"RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.","Actinopteri","Perciformes","Sebastidae","Sebastes","alutus",NA,"(Gilbert 1890)","Pacific ocean perch","Gulf of Alaska, Alaska","United States","United States","North America",NA,NA,58,-145,1,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"Spawning stock biomass/tonnes of females","SPA"
2098,"Sebastes_alutus",0,0,"RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.","Actinopteri","Perciformes","Sebastidae","Sebastes","alutus",NA,"(Gilbert 1890)","Pacific ocean perch","US West Coast","United States","United States","North America",NA,NA,45.5,-125,0,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"Spawning stock biomass/Millions of eggs","SPA"
2169,"Thunnus_alalunga",0,0,"RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.","Actinopteri","Scombriformes","Scombridae","Thunnus","alalunga","","(Bonnaterre 1788)","Albacore tuna","South Pacific Ocean","International Waters","International Waters","International Waters",NA,NA,-45,-130,0,"Marine",NA,NA,NA,NA,"South temperate and Antarctic","South Pacific Ocean","Unknown",0,"Spawning Stock Biomass Index","SPA"
2171,"Thunnus_maccoyii",0,0," Myers, R. Ransom Myers' Stock Recruitment Database.","Actinopteri","Scombriformes","Scombridae","Thunnus","maccoyii",NA,"(Castelnau 1872)","Southern bluefin tuna","Southern Pacific (2)","International Waters","International Waters","International Waters",NA,NA,-45,-130,0,"Marine",NA,NA,NA,NA,"South temperate and Antarctic","South Pacific Ocean","Unknown",0,"Spawning stock biomass (tonnes)","SPA"
2327,"Melanogrammus_aeglefinus",0,0,"RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.","Actinopteri","Gadiformes","Gadidae","Melanogrammus","aeglefinus",NA,"(Linnaeus 1758)","Haddock","ICES division Va, Iceland","Iceland","Iceland","Europe",NA,NA,66.52417,-19.38972,0,"Marine",NA,NA,NA,NA,"Arctic","Arctic Ocean","Unknown",0,"SSB  tonnes","Based on age-disaggregated landings and survey data"
2329,"Clupea_harengus",1,0,"International Council for the Exploration of the Sea, ICES advice on fish stocks, 2006 - 2010.","Actinopteri","Clupeiformes","Clupeidae","Clupea","harengus",NA,"Linnaeus 1758","Atlantic herring","ICES area VI a (North)","United Kingdom","United Kingdom","Europe",NA,NA,61.62528,-23.05583,0,"Marine",NA,NA,NA,NA,"Atlantic north temperate","North Atlantic Ocean","Unknown",0,"SSB tonnes","Based on catch data"
3265,"Branta_canadensis",1,0," Hupp, J., R. Stehn, et al. (1995). ""Arctic Nesting Geese: Alaskan Populations."" Our Living Resources: A report to the nation on the distribution, abundance, and health of U.S. plants, animals, and ecosystems. from http://biology.usgs.gov/s+t/noframe/b011.htm ","Aves","Anseriformes","Anatidae","Branta","canadensis","fulva","(Linnaeus, 1758)","Canada goose","Pacific Flyway","United States","United States, Canada","North America","Americas","North America",42.06833,-122.08028,0,"Terrestrial","Nearctic","Temperate grasslands, savannas and shrublands",NA,NA,NA,NA,NA,0,"Number of individuals","Count"
4477,"Clupea_pallasii",0,0," Schweigert, J. (2004). Stock assessment for British Columbia herring in 2004 and forecasts of the potential catch in 2005. C. S. A. Secretariat, Fisheries and Oceans, Canada: 1-95.| DFO (2008). Stock assessment report on Queen Charlotte Islands Pacific herring. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2008/012.","Actinopteri","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes 1847","Pacific herring","Queen Charlotte Islands stock assessment region, British Columbia","Canada","Canada","North America",NA,NA,52.5,-131.5,0,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"Mature pre-fishery biomass (kilotonnes)","Herring Catch-Age Model based on time series of total catch, spawn abundance, weight at-age, and age structure data"
4478,"Clupea_pallasii",0,0," Schweigert, J. (2004). Stock assessment for British Columbia herring in 2004 and forecasts of the potential catch in 2005. C. S. A. Secretariat, Fisheries and Oceans, Canada: 1-95.| DFO (2008). Stock assessment report on Prince Rupert District Pacific herring. Canadian Science Advisory Secretariat Science Advisory Report. 2008/011: 5.","Actinopteri","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes 1847","Pacific herring","Prince Rupert District stock assessment region, British Columbia","Canada","Canada","North America",NA,NA,54.5,-130.25,0,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"Pre-fishery mature biomass (kilotonnes)","Herring Catch-Age Model based on total catch, spawn abundance, weightat-age, and age structure data"
4479,"Clupea_pallasii",0,0," Schweigert, J. (2004). Stock assessment for British Columbia herring in 2004 and forecasts of the potential catch in 2005. C. S. A. Secretariat, Fisheries and Oceans, Canada: 1-95.| DFO (2008). STOCK ASSESSMENT ON CENTRAL COAST PACIFIC HERRING. Canadian Science Advisory Secretariat Science Advisory Report. 2008/010: 5.","Actinopteri","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes 1847","Pacific herring","Central coast stock assessment region, British Columbia","Canada","Canada","North America",NA,NA,52.25,-128.25,0,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"Pre-fishery mature biomass (kilotonnes)","Herring Catch-Age Model based on total catch, spawn abundance, weightat-age, and age structure data"
4480,"Clupea_pallasii",0,0," Schweigert, J. (2004). Stock assessment for British Columbia herring in 2004 and forecasts of the potential catch in 2005. C. S. A. Secretariat, Fisheries and Oceans, Canada: 1-95.| DFO (2008). Stock assessment report on Strait of Georgia Pacific herring. Canadian Science Advisory Secretariat Science Advisory Report, Fisheries and Oceans Canada. 2008/014: 5.","Actinopteri","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes 1847","Pacific herring","Strait of Georgia stock assessment region, British Columbia","Canada","Canada","North America",NA,NA,49.5,-123.5,0,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"Pre-fishery Biomass (kilotonnes)","Herring Catch-Age model based on time series of total catch, spawn abundance, weight weightat-age, and age structure data"
4481,"Clupea_pallasii",0,0," Schweigert, J. (2004). Stock assessment for British Columbia herring in 2004 and forecasts of the potential catch in 2005. C. S. A. Secretariat, Fisheries and Oceans, Canada: 1-95.| DFO (2008). Stock assessment report on West Coast Vancover Island Pacific herring. Canadian Science Advisory Secretariat Science Advisory Report. 2008/015: 6.","Actinopteri","Clupeiformes","Clupeidae","Clupea","pallasii","pallasii","Valenciennes 1847","Pacific herring","West coast of Vancouver Island stock assessment region, British Columbia","Canada","Canada","North America",NA,NA,49.66667,-126.83333,1,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"Pre-fishery Biomass (kilotonnes)","Herring Catch-Age model based on time series of total catch, spawn abundance, weight weightat-age, and age structure data"
4504,"Anoplopoma_fimbria",0,0,"RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.","Actinopteri","Perciformes","Anoplopomatidae","Anoplopoma","fimbria","","(Pallas 1814)","Sablefish","British Columbia coast","Canada","Canada","North America",NA,NA,53.499444,-131.17,0,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"Trap-vulnerable biomass (tonnes)","Estimated using tag-recovery data"
4505,"Melanogrammus_aeglefinus",1,0,"RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.","Actinopteri","Gadiformes","Gadidae","Melanogrammus","aeglefinus","","(Linnaeus 1758)","Haddock","NAFO divisions 4X5Y, Southern Scotian Shelf and Bay of Fundy","Canada","Canada","North America",NA,NA,43,-67,0,"Marine",NA,NA,NA,NA,"Atlantic north temperate","North Atlantic Ocean","Unknown",0,"spawning stock biomass ages 4+  (t)","RV survey"
4506,"Clupea_harengus",0,0," DFO (2006). 2006 Assessment of 4VWX Herring. Sci. Advis. Rep. 2006/031. D. C. S. A. Sec: 1-13.","Actinopteri","Clupeiformes","Clupeidae","Clupea","harengus","harengus","Linnaeus 1758","Atlantic herring","NAFO 4VWX area","Canada","Canada","North America",NA,NA,43,-63,0,"Marine",NA,NA,NA,NA,"Atlantic north temperate","North Atlantic Ocean","Unknown",0,"Total Biomass (tonnes)","Total Biomass from a VPA (Virtual Population Analysis) calibrated with the German Bank acoustic index"
4637,"Oncorhynchus_tshawytscha",0,0," Ratner, S., Lande R. and Roper, B. (1997). ""Population Viability Analysis of Spring Chinook Salmon in the South Umpqua River, Oregon."" Conservation Biology 11(4): 879-889.","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha",NA,"(Walbaum 1792)","Chinook salmon","South Umpqua River, Oregon","United States","United States","North America","Americas","North America",43.26806,-123.445,0,"Freshwater",NA,NA,"Nearctic","Temperate coastal rivers",NA,NA,NA,1,"Number of spawners","Annual counts"
4641,"Clupea_harengus",0,0,"RAM Legacy RAM Legacy Stock Assessment Data Base version 3.0.","Actinopteri","Clupeiformes","Clupeidae","Clupea","harengus",NA,"Linnaeus 1758","Atlantic herring","North Sea","United Kingdom","United Kingdom, Netherlands, Germany, Denmark, Norway","Europe",NA,NA,55.63472,2.86417,0,"Marine",NA,NA,NA,NA,"Atlantic north temperate","North Sea and Baltic Sea","Unknown",0,"Catch per one hour fishing","catch surveys"
4651,"Anser_brachyrhynchus",1,0," Frederiksen, M., R. D. Hearn, et al. (2004). ""The dynamics of hunted Icelandic goose populations: a reassessment of the evidence."" Journal of Applied Ecology. 41: 315-334.","Aves","Anseriformes","Anatidae","Anser","brachyrhynchus",NA,"Baillon, 1834","Pink-footed goose","Britain","United Kingdom","United Kingdom","Europe","Europe and Central Asia","Central and Western Europe",57.59361,-1.86806,0,"Terrestrial","Palearctic","Temperate broadleaf and mixed forests",NA,NA,NA,NA,NA,0,"Number of individuals","Sighting counts of coloured-ringed geese"
4809,"Canis_lupus",0,0," Vucetich, J. A. and R. O. Peterson (2004). ""The influence of prey consumption and demographic stochasticity on population growth rate of Isle Royale wolves Canis lupus."" Oikos 107: 309-320.","Mammalia","Carnivora","Canidae","Canis","lupus",NA,"Linnaeus, 1758","Grey wolf / Gray wolf","Isle Royale National Park, USA","United States","United States","North America","Americas","North America",48.00056,-88.83333,1,"Terrestrial","Nearctic","Temperate broadleaf and mixed forests",NA,NA,NA,NA,NA,0,"number of individuals","aerial survey with fixed-wing aircraft"
4860,"Eumetopias_jubatus",0,0," Trites, A. W. and C. P. Donnelly (2003). ""The decline of Steller sea lions Eumetopias jubatus in Alaska: a review of the nutritional stress hypothesis."" Mammal Review. 33(1): 3-28.","Mammalia","Carnivora","Otariidae","Eumetopias","jubatus",NA,"(Schreber, 1776)","Steller sea lion","Alaska - Western stock","United States","United States","North America",NA,NA,56.74167,-154.785,0,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"number of individuals","unknown"
4926,"Pan_troglodytes",0,0," Pusey, A. E., L. Pintea, et al. (2007). ""The Contribution to Long-Term Research at Gombe National Park to Chimpanzee Conservation."" Conservation Biology 21(3): 623-634.","Mammalia","Primates","Hominidae","Pan","troglodytes","","Blumenbach, 1775","Chimpanzee","Gombe National Park, Kigoma Region, northwestern Tanzania","Tanzania, United Republic Of","Tanzania, United Republic Of","Africa","Africa","East Africa and adjacent islands",-4.70528,29.62139,0,"Terrestrial","Afrotropical","Tropical and subtropical grasslands, savannas and shrublands",NA,NA,NA,NA,NA,0,"Individuals","Recognition of individual animals"
5425,"Pygoscelis_adeliae",0,0,"Wilson, P. R., D. G. Ainley, et al. (2001). ""Adélie penguin population change in the pacific sector of Antarctica: relation to sea-ice extent and the Antarctic Circumpolar Current."" Marine Ecology Progress Series. 213: 301–309. | Landcare Research (2015). Adélie census data. http://www.landcareresearch.co.nz/resources/data/adelie-census-data.","Aves","Sphenisciformes","Spheniscidae","Pygoscelis","adeliae","","(Hombron & Jacquinot, 1841)","Adelie penguin","Cape Royds, Ross Island, in the southwestern Ross Sea","Antarctica","Antarctica","Antarctic",NA,NA,-77.56667,166.18333,1,"Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown",0,"Number of Breeding Pairs","Counts of occupied nest from aerial reconnaissance and photographs"
5711,"Atheresthes_stomias",0,0,"RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.","Actinopteri","Pleuronectiformes","Pleuronectidae","Atheresthes","stomias",NA,"(Jordan & Gilbert 1880)","Arrowtooth flounder","Gulf of Alaska","United States","United States","North America",NA,NA,56.77833,-155.76306,0,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"SSB-MT","Unknown"
5746,"Oncorhynchus_keta",0,0," JTC (2007). Yukon River salmon 2006 season summary and 2007 season outlook. Regional Information Report No. 3A07-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage.| JTC (2009). Yukon River salmon 2008 season summary and 2007 season outlook. Regional Information Report No. 3A09-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage. | JTC (Joint Technical Committee of the Yukon River U.S./Canada Panel) (2020). Yukon River salmon 2019 season summary and 2020 season outlook. Regional Information Report 3A20-01. Anchorage, Alaska, Alaska Department of Fish and Game, Division of Commercial Fisheries.","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","keta","","(Walbaum 1792)","Chum salmon","Fishing Branch River, Porcupine River drainage","Canada","Canada","North America","Americas","North America",67.46583,-140.60139,1,"Freshwater",NA,NA,"Nearctic","Polar freshwaters",NA,NA,NA,1,"number of fish","Aerial survey count. Total escapement estimated using weir to aerial survey expansion factor of 2.72"
5749,"Oncorhynchus_keta",0,0," JTC (2007). Yukon River salmon 2006 season summary and 2007 season outlook. Regional Information Report No. 3A07-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage.| JTC (2011). Yukon River Salmon 2010 Season Summary and 2011 Season Outlook. Regional Information Report. T. U. S. a. C. Y. R. J. T. Committee, Alaska Department of Fish and Game. No. 3A11-01: 220. | JTC (Joint Technical Committee of the Yukon River U.S./Canada Panel) (2020). Yukon River salmon 2019 season summary and 2020 season outlook. Regional Information Report 3A20-01. Anchorage, Alaska, Alaska Department of Fish and Game, Division of Commercial Fisheries.","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","keta","","(Walbaum 1792)","Chum salmon","Delta River, Tanana River drainage, Alaska","United States","United States","North America","Americas","North America",63.17278,-145.97222,1,"Freshwater",NA,NA,"Nearctic","Temperate coastal rivers",NA,NA,NA,1,"spawner abundance","Estimates are a total spawner abundance, using migratory time density curves and stream life data"
5765,"Oncorhynchus_kisutch",0,0," JTC (2007). Yukon River salmon 2006 season summary and 2007 season outlook. Regional Information Report No. 3A07-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage.| JTC (2009). Yukon River salmon 2008 season summary and 2007 season outlook. Regional Information Report No. 3A09-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage. | JTC (Joint Technical Committee of the Yukon River U.S./Canada Panel) (2020). Yukon River salmon 2019 season summary and 2020 season outlook. Regional Information Report 3A20-01. Anchorage, Alaska, Alaska Department of Fish and Game, Division of Commercial Fisheries.","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","kisutch","","(Walbaum 1792)","Coho salmon","Delta Clearwater River, Upper Tanana river drainage, Yukon, Alaska","United States","United States","North America","Americas","North America",63.1825,-146.02806,1,"Freshwater",NA,NA,"Nearctic","Temperate coastal rivers",NA,NA,NA,1,"number of fish","boat survey counts"
5781,"Oncorhynchus_keta",0,0," JTC (2007). Yukon River salmon 2006 season summary and 2007 season outlook. Regional Information Report No. 3A07-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage.| JTC (2009). Yukon River salmon 2008 season summary and 2007 season outlook. Regional Information Report No. 3A09-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage. | JTC (Joint Technical Committee of the Yukon River U.S./Canada Panel) (2020). Yukon River salmon 2019 season summary and 2020 season outlook. Regional Information Report 3A20-01. Anchorage, Alaska, Alaska Department of Fish and Game, Division of Commercial Fisheries.","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","keta","","(Walbaum 1792)","Chum salmon","Anvik River, Yukon river drainage, Alaska","United States","United States","North America","Americas","North America",63.38444,-160.48139,1,"Freshwater",NA,NA,"Nearctic","Polar freshwaters",NA,NA,NA,1,"number of fish","sonar-based escapement count"
5808,"Oncorhynchus_tshawytscha",0,0," JTC (2007). Yukon River salmon 2006 season summary and 2007 season outlook. Regional Information Report No. 3A07-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage.| JTC (2009). Yukon River salmon 2008 season summary and 2007 season outlook. Regional Information Report No. 3A09-01. D. o. C. F. a. O. C. Alaska Department of Fish and Game. Anchorage.","Actinopteri","Salmoniformes","Salmonidae","Oncorhynchus","tshawytscha",NA,"(Walbaum 1792)","Chinook salmon","Whitehorse fishway Rapids, Yukon","Canada","Canada","North America","Americas","North America",60.66194,-135.02889,1,"Freshwater",NA,NA,"Nearctic","Polar freshwaters",NA,NA,NA,1,"number of fish","unknown"
5831,"Myodes_rufocanus",0,0," Falck, W., Bjørnstad, et al. (1995). ""Voles and lemmings: chaos and uncertainty in fluctuating populations."" Proceedings of the Royal Society B: Biological Sciences. 262: 363-370.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","Mammalia","Rodentia","Cricetidae","Myodes","rufocanus",NA,"Sundevall, 1846","Grey-sided vole / Grey red-backed vole","Kilpisjarvi area, Lappi","Finland","Finland","Europe","Europe and Central Asia","Central and Western Europe",69,21,0,"Terrestrial","Palearctic","Boreal forests/taiga",NA,NA,NA,NA,NA,0,"Individuals","Live trapping "
5934,"Gadus_chalcogrammus",0,0,"RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.","Actinopteri","Gadiformes","Gadidae","Gadus","chalcogrammus",NA,"Pallas 1814","Alaska pollock / Walleye pollock","Eastern Bering sea","United States","United States","North America",NA,NA,58.13722,-170.99778,0,"Marine",NA,NA,NA,NA,"Pacific north temperate","North Pacific Ocean","Unknown",0,"SSB-MT","biomass estiamte based on area swept expansion methods from bottom trawl surveys"
6201,"Clupea_harengus",0,0,"RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.","Actinopteri","Clupeiformes","Clupeidae","Clupea","harengus","harengus","Linnaeus 1758","Atlantic herring","NAFO 4R spring spawners","Canada","Canada","North America",NA,NA,49.25,-59,0,"Marine",NA,NA,NA,NA,"Atlantic north temperate","North Atlantic Ocean","Unknown",0,"Spawning stock biomass (Tonnes)","SPA"
6828,"Platalea_leucorodia",1,0," Schneider-Jacoby, M., T. Mikuska, et al. (2001). ""Dispersal by accident - the spoonbill Platalea leucorodia population in Croatia."" Acrocephalus (Ljubljana) 22(109): 191-206.","Aves","Pelecaniformes","Threskiornithidae","Platalea","leucorodia",NA,"Linnaeus, 1758","Eurasian spoonbill","Croatia","Croatia","Croatia","Europe","Europe and Central Asia","Central and Western Europe",44,16,0,"Freshwater",NA,NA,"Palearctic","Temperate coastal rivers",NA,NA,NA,0,"Nests","count of nests"
7375,"Bubulcus_ibis",0,0," Kayser, Y., C. Girard, et al. (2003). ""COMPTE-RENDU ORNITHOLOGIQUE CAMARGUAIS POUR LES ANNÉES 1995-2000."" Rev. Écol. (Terre Vie) 58: 5-76.| Kayser, Y., M. Gauthier-Clerc, et al. (2008). ""COMPTE RENDU ORNITHOLOGIQUE CAMARGUAIS POUR LES ANNÉES 2001-2006."" Rev. Écol. (Terre Vie) 63: 299-349.| Blondel, J. and P. Isenmann (1981). Guide des oiseaux de Camargue. Guide des oiseaux de Camargue., Delachaux & Niestle, Neuchatel, Paris: 1-344.","Aves","Pelecaniformes","Ardeidae","Bubulcus","ibis",NA,"(Linnaeus, 1758)","Cattle egret","Camargue","France","France","Europe","Europe and Central Asia","Central and Western Europe",43.56667,4.56667,0,"Freshwater",NA,NA,"Palearctic","Temperate coastal rivers",NA,NA,NA,0,"Nests","nest count"
7814,"Lamna_nasus",0,0,"Campana, S. E., W. Joyce, et al. (2008). The rise and fall (again) of the porbeagle shark population in the Northwest Atlantic. Sharks of the Open Ocean: Biology, Fisheries and Conservation, Blackwell Publishing: 445-461 ","Elasmobranchii","Lamniformes","Lamnidae","Lamna","nasus",NA,"(Bonnaterre 1788)","Porbeagle shark","Northwest Atlantic","Canada","Canada","North America",NA,NA,45,-58,0,"Marine",NA,NA,NA,NA,"Atlantic north temperate","North Atlantic Ocean","Unknown",0,"Biomass (in 1000 tonnes)","data from fisheries catches"
7822,"Diomedea_exulans",0,0," Delord, K., D. Besson, et al. (2008). ""Population trends in a community of large Procellariiforms of Indian Ocean: Potential effects of environment and fisheries interactions."" Biological Conservation 141: 1840-1856.","Aves","Procellariiformes","Diomedeidae","Diomedea","exulans",NA,"Linnaeus, 1758","Wandering albatross","Possession Island, Crozet archipelago","French Southern Territories","French Southern Territories","Antarctic",NA,NA,-46.41667,51.75,1,"Marine",NA,NA,NA,NA,"South temperate and Antarctic","Indian Ocean","Unknown",0,"Number of breeding pairs","Standardised annual counts"
7838,"Petromyzon_marinus",0,0," Beaulaton, L., C. Tavernyb, et al. (2008). ""Fishing, abundance and life history traits of the anadromous sea lamprey (Petromyzon marinus) in Europe."" Fisheries Research 92: 90-101.","Petromyzonti","Petromyzontiformes","Petromyzontidae","Petromyzon","marinus","","Linnaeus 1758","Sea lamprey","Dordogne (fishing zones 10-13), Garonne Basin, France","France","France","Europe","Europe and Central Asia","Central and Western Europe",44.917212,-0.253435,1,"Freshwater",NA,NA,"Palearctic","Temperate coastal rivers",NA,NA,NA,1,"Catch per unit effort (kg/day)","Fisheries data"
8011,"Rissa_tridactyla",0,0," Krasnov, Y. V., R. T. Barrett, et al. (2007). ""Status of black-legged kittiwakes (Rissa tridactyla), common guillemots (Uria aalge) and Brünnich’s guillemots (U. lomvia) in Murman, north-west Russia, and Varanger, north-east Norway."" Polar Research 26: 113-117.","Aves","Charadriiformes","Laridae","Rissa","tridactyla","","(Linnaeus, 1758)","Black-legged kittiwake","Kharlov, Murman coast, North-West Russia","Russian Federation","Russian Federation","Asia",NA,NA,68.81361,37.33639,1,"Marine",NA,NA,NA,NA,"Arctic","Arctic Ocean","Unknown",0,"Number of breeding pairs","Count of occupied nests"
8251,"Haliaeetus_albicilla",0,0," Normander, B., G. Levin, et al. (2009). State of biodiversity in the Nordic countries: An assessment of progress towards achieving the target of halting biodiversity loss by 2010. TemaNord. Copenhagen, Norden. 509.","Aves","Accipitriformes","Accipitridae","Haliaeetus","albicilla",NA,"(Linnaeus, 1758)","White-tailed sea-eagle","West coast of Iceland","Iceland","Iceland","Europe",NA,NA,65,-21.5,0,"Marine",NA,NA,NA,NA,"Atlantic north temperate","North Atlantic Ocean","Unknown",0,"Breeding pairs","unknown"
